Feature_1,Feature_2,Cluster
0.07542530603292769,1.837082296246935,2
3.5127552371559743,-1.5180160375402378,1
3.961690228555276,-1.3338813950191655,1
-0.02366468305631142,4.3213977887348225,2
-2.505611088049969,-1.5208289662067727,0
-2.8279879264966055,-2.0729839618508166,0
-3.776963412632565,-1.8655530574747448,0
3.6888660458919116,-0.9971846179168979,1
-1.0860602472789513,1.7425963971217244,2
3.7427654664925223,0.7072765280953246,1
-4.2544163976183125,-2.977338163097139,0
2.379256556171955,-1.1805489954935742,1
-0.09419856192844822,-2.27027853164891,1
-2.5486923743182834,-2.4963957336478435,0
-1.7605386748351497,-1.068881726546072,0
-1.8655854038015844,-2.452900463701504,0
-2.078960843859199,-2.308327384415956,0
0.6653526429820378,4.250280828220172,2
1.5713587584119368,2.816346906314587,2
-2.7507187460939235,-2.544776009669429,0
0.4636031637410069,4.023907395227012,2
-2.082969907650128,-1.5876837771531633,0
-1.782399131204528,-2.3694758228490693,0
1.6205207099094787,3.7726212984506065,2
1.2975949293882847,1.3320865922921372,2
3.755767869867497,-0.8729216261076044,1
-2.202197025445747,-2.2079670343782305,0
-0.1138506660425096,2.3630386176088627,2
0.38811482890066057,2.7386766168384287,2
-2.475332638277445,-2.4121288829591854,0
1.206911446950607,2.1327945656732985,2
-3.0547848046610238,-2.8270407233881083,0
-3.3538584431247003,-1.6090260090065196,0
4.209854258165571,0.3378761201717584,1
3.335873314915386,-0.2687001612206197,1
4.388206185145077,-1.5468952737725379,1
-1.6869106492931272,-1.1494503437058232,0
-2.884180733151926,-2.662176277559024,0
3.128388176745603,-2.332005938277743,1
-0.3563841920490073,2.1741158485247474,2
-2.4843146213853644,-1.642829940493237,0
0.4626772291298315,1.6216184676588656,2
-3.613323323131521,-2.847140902412704,0
2.7431738648610318,-2.153690272760664,1
-3.9562184693216054,-1.4212962822984223,0
0.6151359491228906,0.04406194336338043,1
-3.3980858985969213,-2.41078029739837,0
-0.04006161019785193,2.710504556041472,2
0.36333499663722385,2.545881978254747,2
-4.046998194191936,-2.440645082747373,0
2.878149154815451,-1.4409574242601404,1
3.5938390693570086,-0.9428488464698,1
2.8331278922640424,-1.4812154540634488,1
1.9075962799468227,-0.00796686964803639,1
0.02099762407305439,3.2328452020060565,2
2.1364096509605535,-1.9723136262090628,1
-0.9680054856168576,-1.562112882063757,0
-1.3430501935291672,-1.2611644150988512,0
-3.6233796247267547,-1.0250196625371033,0
-3.187763343186307,-2.293820846073367,0
-1.329170554317643,2.7820047477172523,2
-3.4723389431697433,-1.666446607610554,0
3.802132092808513,0.5587682535802005,1
0.10538119866506174,2.7216386135526722,2
-4.341265228873132,-0.9865223515843251,0
0.6284861872653094,2.7221781081125798,2
-2.3160865554066,-2.266876339402936,0
2.6364855352029273,-1.9959897972420422,1
-2.885180639181888,-2.3166058215988827,0
2.4537743746200658,-1.1076241831381546,1
2.3181513220690833,-1.9287231524577662,1
-2.424213403234328,-2.438306710326212,0
-2.7736938841129275,-1.553996007031283,0
2.726225303136245,-1.987965542811183,1
1.7033471371234827,-0.7722868328447078,1
1.8823786022495077,-0.19642135108607806,1
4.169393711920387,-1.2242823818378656,1
-2.088736203014961,-0.22292755354291205,0
0.27695011256749336,3.0919025667051065,2
-2.8204762259934535,-2.802262565613578,0
0.8512152946715501,-2.4379656000467973,1
0.9937272301464602,2.759731122461579,2
0.5272948601094477,2.9930010135263805,2
-2.5248564487500005,-1.323798832980695,0
-5.0267876348994704,-2.160958730567512,0
-4.116948549902356,-3.105109181996541,0
3.89933740171445,-0.4596406196492796,1
1.274882745739621,2.7907723679283363,2
